Song Name,Song ID,Genres,Main Genres
GhettoMusick,1zb9cdsTMrEEL2Ut8rmTb6,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",['Hip hop Music']
"Jackson, Mississippi",4SXMRJugy8ifYJdoS9cXGg,['nu metal'],[]
Eye 2 Eye,1DItMaT9W8U8SrDv8p6rAX,"['cloud rap', 'plugg', 'trap', 'underground hip hop']",['Hip hop Music']
Felicidad,3RxqFMGljx897MC9yApidW,"['musica mexicana', 'norteno', 'sierreno']",[]
Smashed Into Pieces,1CKfTyQ4JMJxM9HFlvz187,"['canadian post-hardcore', 'canadian rock', 'melodic metalcore', 'metalcore', 'neon pop punk', 'pop emo', 'pop punk', 'post-hardcore', 'screamo']","['Pop Music', 'Rock Music']"
Dreamin,5EL8hqM8YQJHKKnzGdahly,"['mexican pop', 'tejano']",['Pop Music']
Una Calle Nos Separa,68tIkBAvIpA5LNpG4xplME,"['cuarteto', 'cumbia 420', 'cumbia paraguaya', 'cumbia pop', 'cumbia villera']",['Pop Music']
歲月如歌,209lkexhDOdjGJMv9iw3rJ,"['c-pop', 'cantopop', 'mandopop']",['Pop Music']
White Flag,3adnLFXKO5rC1lhUNSeg3N,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']","['Pop Music', 'Rock Music']"
Far Away,0ADZ5dmXhlfzjMw6lefoPl,"['alternative metal', 'canadian rock', 'post-grunge']",['Rock Music']
Angel of Darkness - Video Mix,2p6yof8qYnSFB3gjnerrWs,['bubblegum dance'],[]
Myxomatosis,3MW7yZK3kKtjsmJpsvBwyf,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",['Rock Music']
Heat,3USxtqRwSYz57Ewm6wWRMp,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']","['Pop Music', 'Rock Music']"
We All Die One Day,5rurZZeggozpAZIHbI55cm,"['detroit hip hop', 'gangster rap']",['Hip hop Music']
What A Beautiful Day - Final Version,2I4wcoJP7bT7PceIag67rn,"['contemporary country', 'country', 'country road']",['Country Music']
"Cadillac Pussy (feat. Hank Williams, Jr.)",0NnGI6xSdzS591kpQbe5cg,['nu metal'],[]
French Waltz,7zoaxmDEONxkI2lMOhxJYN,['jazz funk'],['Jazz Music']
Cuando Anduve Como Perro,5wANLrVpOoou3lYbAM3K10,"['musica mexicana', 'norteno']",[]
Homesick at Space Camp,5sIweazpg4JYBjyxABUx9y,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']","['Pop Music', 'Rock Music']"
Signs (feat. Missy Elliott),3goUufQotOykzA3zLkPNyb,"['pop', 'r&b']",['Pop Music']
5 de Septiembre - Reggaeton Version,4FFJMmVTeDKKlXYQmgNPMn,['reggaeton'],['Reggae Music']
Super Duper Love,30yn7KuCLbXGCXxjsB0C8K,"['british soul', 'neo soul']",[]
All Of This,6V5RvNdSqdEDshRKhsiCEH,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",[]
Hit Me,0vOkmmJEtjuFZDzrQSFzEE,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']","['Pop Music', 'Rock Music']"
Wayside/Back in Time,7kBgZQP85cQBKKDTmjcDf3,"['alternative country', 'canadian singer-songwriter', 'folk', 'melancholia', 'nashville singer-songwriter', 'new americana', 'progressive bluegrass', 'singer-songwriter']","['Folk Music', 'Country Music']"
Dead Disco,0vJPVfyCJ0WwrBQ71FP23s,"['canadian indie', 'canadian rock', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']","['Pop Music', 'Rock Music']"
"Andante festivo for Strings and Timpani, JS 34b",3af6PvJHP8XlFMWeuN7bF8,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",['Classical Music']
軌跡,2PHJSiIQQgVAuHqSxEp6F9,"['c-pop', 'mandopop', 'taiwan pop', 'zhongguo feng']",['Pop Music']
Rite Where U Stand,1KnUt0rICeoLFYPSL40fsU,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop']",['Hip hop Music']
Back Down,7EP9G7AIKrywWGdYsYZzGv,"['k-pop', 'k-pop boy group']",['Pop Music']
Remember When,5naar7XewEOAjOywIp6Jjq,['pov: indie'],[]
Karma,7KokYm8cMIXCsGVmUvKtqf,['pop'],['Pop Music']
Expo '86,3ao94eFGJKdAGjNcrGLyx5,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']","['Pop Music', 'Rock Music']"
Franco Un-American,180jsAPdTdsP31LyuYdGan,"['punk', 'ska', 'skate punk', 'socal pop punk']",['Pop Music']
Easy (LIke Sunday Morning),5lnLxpRxCDlqedyWgkBLOh,[],[]
Ayo For Yayo (feat. San Quinn),51Fhx9LB9isxUbvEFvDTh7,"['hyphy', 'west coast rap']",[]
What Is Love - Radio Edit,1d2O0FAl7OrNNu7Ed3bGrK,"['eurodance', 'europop']",['Pop Music']
Old School,4GGbJ60q5HIN8wKOp9Xabz,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",['Hip hop Music']
"Never Scared (feat. Cam'ron, Jadakiss & Busta Rhymes) - The Takeover Remix - Club Mix",79jaa2QGadIViTda6v5Q31,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop']",['Hip hop Music']
Beer!,7aEtlGHoiPAfRB084NiDmx,"['contemporary country', 'country']",['Country Music']
Haiku,4wgtSPlYRU79WiUio0Ca8h,"['orchestral soundtrack', 'soundtrack']",[]
I Will Play My Game Beneath The Spin Light,3WUpEHuLWVq53Oqk2WhvsU,"['emo', 'pop punk', 'post-hardcore', 'screamo']",['Pop Music']
Armonia de Amor,0FGiRaJJoao1C1pNrqpxQA,"['latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol']","['Reggae Music', 'Rock Music']"
We Used To Be Friends,7hPO1N8dk3vH8kCYqHhJZX,"['alternative rock', 'dance-punk']",['Rock Music']
Si Puedes Creer,03zBrLi4BWMlf09IoK9TIJ,['latin christian'],[]
Will And Elizabeth,5yPdkiVYsRy9H0p9osaudl,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",[]
This Celluloid Dream,46Y9yh2KxmtodypW4bCp6v,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'screamo']",['Pop Music']
Tal Vez,7rxHR6dby35y5pjAYQP4ZW,"['banda', 'duranguense', 'musica mexicana', 'norteno']",[]
Stuck,3Vby4nGmtbDo7HDJamOWkT,['folk rock'],"['Folk Music', 'Rock Music']"
La Calle Me Lo Pidio,2h2BxMOTXrYAApqWQ6ZqTy,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']","['Hip hop Music', 'Reggae Music']"
Young Liars,5FMhejeHdxTibd9T0pfurT,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop']","['Pop Music', 'Rock Music']"
Flying,7oPTiW1fZyvIPeYOZTY4Wh,"['classic oklahoma country', 'modern country pop']","['Pop Music', 'Country Music']"
En Los Puritos Huesos,3EbJCtH2eZ3XdtEgW5OjYf,"['banda', 'musica mexicana', 'norteno']",[]
Krazy World,6wqt7M2wbw2XWAtCqqAfmA,['alternative hip hop'],['Hip hop Music']
In My Pocket,2GyiPfu3exRASKLKZ8p6FB,"['baton rouge rap', 'chopped and screwed', 'crunk', 'dirty south rap', 'houston rap']",[]
Asthenia,153bsdXSG7KD3Q8ShRNpNK,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']","['Pop Music', 'Rock Music']"
Don't Stay,27gUeiai56GKF6TxvmPJut,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",['Rock Music']
P.I.M.P.,2D1hlMwWWXpkc3CZJ5U351,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
War All The Time,43CG5O08Tj6ODmSWQ9pfvF,"['emo', 'new jersey hardcore', 'pop punk', 'post-hardcore', 'screamo']",['Pop Music']
Session,2ktg2oZDyFAX3iY1QNkXl5,"['r&b', 'rap']",[]
In This Diary,3B9W8NK6FiaNZCZFIzLdwo,"['emo', 'pop punk', 'skate punk']",['Pop Music']
Antonia,5n40SAKMk89wdWyhTfWzx4,"['latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol']","['Reggae Music', 'Rock Music']"
Dueño de Nada,1yYrWdoONx6UyXLH0A3QMW,"['cancion melodica', 'latin pop', 'pop romantico', 'ranchera']",['Pop Music']
My Smokin' Song,6M3tbJcqQDOrTE9EbataIr,"['country rap', 'crunk', 'dirty south rap', 'memphis hip hop']","['Hip hop Music', 'Country Music']"
Roulette Dares (The Haunt Of),32Uk6r7BFqNfpUVOFuQZFk,"['el paso indie', 'garage rock']",['Rock Music']
Hecho En Mexico,7kCp04jo6XWGVC3ZENX1vI,"['chicano rap', 'latin hip hop', 'mexican hip hop']",['Hip hop Music']
"Feeling U, Feeling Me (Interlude)",4noLzwgD4GzlbLRbSCElVq,"['neo soul', 'pop', 'r&b']",['Pop Music']
Price to Play,6WV1sNIE0gG9cIdQ27vuvI,"['alternative metal', 'nu metal', 'post-grunge']",[]
Tempted To Touch,7khLgMuA7m4SA6aaDv1QSv,"['barbadian pop', 'chutney', 'soca']",['Pop Music']
Clap Back,1FK0sZfZzCAIDUn7htCemp,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']","['Hip hop Music', 'Pop Music']"
A Que Me Quedo Contigo,1WoLSQeMAhemLmJe4nkpKf,"['grupera', 'latin pop', 'musica mexicana', 'ranchera']",['Pop Music']
Estoy Enamorada,56JL9H5zMBbLC3nd3yGobl,['banda'],[]
Tu Amor O Tu Desprecio,4JQWZmlkXDSiLFyOdKvlXf,"['grupera', 'latin pop', 'musica mexicana', 'ranchera']",['Pop Music']
Believe,0pqnGHJpmpxLKifKRmU6WP,"['modern rock', 'pop', 'rock']","['Pop Music', 'Rock Music']"
And the Hero Will Drown,3WsgkhWH001sMkbZVcjreS,"['neon pop punk', 'pop punk', 'screamo']",['Pop Music']
The Final View,3MZHDutJalh9C4DNLptn2v,"['ambeat', 'chillhop', 'downtempo', 'instrumental hip hop', 'japanese chillhop', 'japanese old school hip hop', 'jazz rap']","['Hip hop Music', 'Jazz Music']"
College Kids,76pQVn9yDpFJ6wSJNz0w21,"['canadian ccm', 'christian alternative rock', 'christian punk', 'pop punk']","['Pop Music', 'Rock Music']"
High Anxiety,37QqfVWLgeq4IMCL6NawGA,"['punk', 'ska', 'ska punk', 'skate punk']",[]
Domino Dancing - 2003 Remaster,6M0HMy7UhtlPYTlpaW4qRk,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']","['Pop Music', 'Rock Music']"
The Final Hour,4G54Kbeaq8lJlWaBjgQJdm,['alternative hip hop'],['Hip hop Music']
Il barbiere di Siviglia: Overture (Sinfonia),1chTrqszWQEOP4RsNuOZf7,"['classical', 'italian opera', 'italian romanticism']",['Classical Music']
Entre Tú y Yo,0SMpSkJHZ7Vop7DG9co3nc,[],[]
Lucky You,60SdxE8apGAxMiRrpbmLY0,"['detroit hip hop', 'hip hop', 'rap']",['Hip hop Music']
I Really Mean It - Skit 1,1IQPLs3r6lt4iNrQzAhnWs,"['hardcore hip hop', 'harlem hip hop', 'southern hip hop']",['Hip hop Music']
In My Life,3KfbEIOC7YIv90FIfNSZpo,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",['Rock Music']
Don't Wanna Try,1XE1UGRpvvkaFEeqe1OJpw,"['hip pop', 'pop rap', 'southern hip hop', 'urban contemporary']","['Hip hop Music', 'Pop Music']"
Vuelve a Casa,773MG9O6SiRBR1oUBGMjzJ,['latin christian'],[]
Re-Align,5QxSNwBnEmCOUyos3iMjmd,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",[]
The Closer I Get to You (feat. Beyoncé Knowles),5vagrguhKusDNKj179pu8R,"['quiet storm', 'soul']",[]
All Out of Love,7dQC53NiYOY9gKg3Qsu2Bs,['soft rock'],['Rock Music']
Magic Stick,0aULRU35N9kTj6O1xMULRR,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']","['Hip hop Music', 'Pop Music']"
We Got The Whip,79dhcteL7MrY8SfJvwKxzu,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']",['Rock Music']
Dragula,6Nm8h73ycDG2saCnZV8poF,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",['Rock Music']
"Fiesta (feat. Jay-Z, Boo & Gotti) - Remix",77S8pBH3ilaDIPmTJkRNQn,[],[]
What A Difference A Day Made,5PbSvsljhgxijSYV5cG5xU,"['contemporary vocal jazz', 'jazz pop', 'neo mellow']","['Jazz Music', 'Pop Music']"
Clark Gable,4H6Xtdvg1uQOzcu5KpE6J3,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']","['Pop Music', 'Rock Music']"
Open Wounds,2UfKuGYONPAuopJtpGfZyA,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",['Rock Music']
All That's Left,6VKP3Aru2I3OXMQX2yaMWX,"['post-hardcore', 'screamo']",[]
When I Look to the Sky,3h0NvxPV2wiENW2ieih9DL,"['dance pop', 'neo mellow', 'pop', 'pop rock']","['Pop Music', 'Rock Music']"
Don't Take Your Love Away,5rI62NPoTQ1qxvqbgUy2sN,"['contemporary r&b', 'r&b', 'urban contemporary']",[]
When Girls Telephone Boys,6xK3sBdRm99g9T8Ov0gjdF,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",['Rock Music']
Se Va Muriendo Mi Alma,5jEk9xozawNIRrChjPUvrC,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",[]
Let's Get Away,1srEiwCTJUx7b64cFfYbGC,[],[]
Easy Target,0fsrRvpqr904AdKAPDXFkq,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']","['Pop Music', 'Rock Music']"
A Way of Life,1QkfNZ0Gh1QMiq7mtds6hq,[],[]
Una Emocion para Siempre,32TxjkRcmXd3BNqBPIFMPN,"['italian adult pop', 'mexican pop']",['Pop Music']
Hella Good,6AfLmKXzhEZjwiVPs5jhdV,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']","['Pop Music', 'Rock Music']"
My 1st Song,69W44ENAu1t2JmZU6OJ2B7,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']","['Hip hop Music', 'Pop Music']"
I'm Lost Without You,7D2v3ZuXQsfD20qvCvMNxW,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']","['Pop Music', 'Rock Music']"
Pink Bullets,2JPrgWbs19XotmzG3uq3s4,"['albuquerque indie', 'alternative rock', 'canadian indie', 'chamber pop', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'seattle indie', 'shimmer pop', 'stomp and holler']","['Pop Music', 'Rock Music']"
It's the Time to Disco,3hCUkos0NxuSFl73oOHJzb,"['filmi', 'modern bollywood']",[]
Thickfreakness,4m6uJViB1sb3OXErHUkkWk,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']","['Blues Music', 'Rock Music']"
Long Hair,5pihM63Tj50g1XjLxq0iU8,"['album rock', 'classic rock', 'country', 'country rock', 'heartland rock', 'southern rock']","['Country Music', 'Rock Music']"
Damn I Wish I Was Your Lover,7kmfQ2QHwGqRCxVHDv5mzo,"['lilith', 'new wave pop']",['Pop Music']
La Enorme Distancia,4flSKv1DznPcKKChQfRFsl,['tierra caliente'],[]
The Journey to the Grey Havens (feat. Sir James Galway),6caCfb9Hg5NlUfXg9nRSnm,"['canadian classical', 'canadian soundtrack', 'middle earth', 'orchestral soundtrack', 'scorecore', 'soundtrack']",['Classical Music']
Hit the Floor,5VYbLzAplnqPaGNpcf8qhZ,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",['Rock Music']
El Sinaloense,2zmsNHtqzzYhLdHri1cKry,"['banda', 'banda sinaloense', 'musica mexicana', 'norteno']",[]
Title and Registration,0COWVvFfJ7sPNI8CIS6TU7,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']","['Pop Music', 'Rock Music']"
(I Got That) Boom Boom,5epx5YtoMbV0GrL9qx9kVY,"['dance pop', 'pop']",['Pop Music']
Kill Tomorrow,2bfxvsdvxPgyL7SoBp1934,"['alternative metal', 'cleveland metal', 'industrial metal', 'nu metal', 'rap metal']",[]
"Mi Jesús, Mi Amado",6Th6d1tXLrROECGQHDaL5x,"['latin christian', 'rock cristiano']",['Rock Music']
Reinventing the Wheel to Run Myself Over,4tj6uekOEtNOqJJ8BpBP74,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']","['Pop Music', 'Rock Music']"
Idiots Are Taking Over,7DtwSlXsEy9mrsxxQW9Mm8,"['punk', 'ska', 'skate punk', 'socal pop punk']",['Pop Music']
"5 Pieces, Op. 75, ""The Trees"": No. 5 Granen (The Spruce)",5gA69lYP3nCULBTdL3quJO,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",['Classical Music']
Te Llevaré al Cielo,7HyXcqyhKbL1cpGhvqbvBD,"['latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']","['Pop Music', 'Rock Music']"
Choppa Style,73oaAjfHAtUJDtul0QFlfs,[],[]
Flipside,0HMRes6oRnftVM821ZSOpe,"['auckland indie', 'indie soul']",[]
We Looked Like Giants,6sPvtP5DzYDlNOynZS3aAu,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']","['Pop Music', 'Rock Music']"
The Best Is Yet To Come,3HXdy2r9RzawSwqQCwkjnP,"['adult standards', 'easy listening', 'lounge']",[]
De Parranda Con El Diablo,4m7tY7ExoJLvT3TCLMTbjC,"['musica mexicana', 'norteno']",[]
Futari no kimochi,3jyhGjqueIqmJQR62nMFMR,"['anime score', 'japanese soundtrack']",[]
可惜我是水瓶座,1sWUT5hSawhEctQEQrVQdn,['cantopop'],['Pop Music']
Jesus Freak,22MPIMPsoi0vd46wsbpzfE,"['alternative r&b', 'art pop', 'escape room', 'indie soul', 'indietronica', 'metropopolis']",['Pop Music']
En la Disco Bailoteo,7cR0WA3PqJD25CNpTXklIn,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",['Reggae Music']
We Will Become Silhouettes,0xn9WsyWhNbfI82Ipnpwqa,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']","['Pop Music', 'Rock Music']"
Worker's Song,6GHfiU4OrRvOVuC9yn8Txl,"['boston punk', 'boston rock', 'celtic punk', 'celtic rock', 'punk']",['Rock Music']
Skills,18RzOVoUefUG47NviEiX8A,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop']",['Hip hop Music']
Recycled Air,0QxkqjjcPUNC1ZQoIKdwfX,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']","['Pop Music', 'Rock Music']"
Be Easy,3w2PO4US2zMxFDxEjWT9yB,"['afrobeats', 'uk contemporary r&b']",[]
The New Year,4nPNsnv4QEiIzihzCU5zHH,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']","['Pop Music', 'Rock Music']"
Oh,7qLr3HMApUbyDkUvgIvHnB,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",['Hip hop Music']
Ángel - Once in Your Lifetime,46byx3nwRDZwZ0dxPZNs0G,"['latin arena pop', 'latin pop', 'mexican pop']",['Pop Music']
Naggin',4QEoAZj6fVeSHj9ti2JpN8,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",['Hip hop Music']
Leaving on a Jetplane,6AOtKjlGfkvFjS16RhzJi1,"['reggae fusion', 'reggae rock']","['Reggae Music', 'Rock Music']"
The Best of My Love - 2013 Remaster,5MLLuLqPdUlx8bfKtdkLwO,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",['Rock Music']
IYDKMIGTHTKY (Gimme That),16m8dqnXoAmu40eCp1BESe,"['alternative metal', 'gothic metal', 'industrial metal', 'industrial rock', 'metal', 'nu metal']",['Rock Music']
Already Gone - 2013 Remaster,0CKxrnF9KplS21LTjkkqsW,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",['Rock Music']
The Battle of the Pelennor Fields,2pSMjadGmWcUbIF5eqLUxE,"['canadian classical', 'canadian soundtrack', 'middle earth', 'orchestral soundtrack', 'scorecore', 'soundtrack']",['Classical Music']
Ingrata Y Traicionera,6kcHABLDsIR1APIFmNJ6lM,['tierra caliente'],[]
El Novillo Despuntado,61BVISArSergd7hwBhMoBJ,"['mariachi', 'norteno', 'ranchera']",[]
La Costa Del Silencio,4mTsRdFE28MYlrZo8N4Es0,"['celtic metal', 'medieval rock', 'rock en espanol', 'spanish folk metal', 'spanish metal']","['Folk Music', 'Rock Music']"
Transatlanticism,4LF1dMlOHe8VfmMut7YiIs,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']","['Pop Music', 'Rock Music']"
Three Jamaican Dances: No. 2,67HF6y5o1UhIFUGIOPzUK5,[],[]
The Presence of the Lord Is Here,3xbCCfFXSpbEIZ9b5Cp5IM,['gospel'],[]
Wake Up,0QIjsbm2fh1cJ45XO9eGqq,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['Hip hop Music', 'Pop Music']"
River Below,3X805DNadxmbeIZQBrex85,['canadian punk'],[]
Pro: Lov: Ad,7rR1msZYCT2MlrssnJMYgw,"['dream pop', 'glitchbreak', 'shoegaze']",['Pop Music']
Lightness,29fRShT0DyevAlgQuS8qnz,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']","['Pop Music', 'Rock Music']"
Yes,6vN77lE9LK6HP2DewaN6HZ,"['atl hip hop', 'atl trap', 'rap', 'trap']",['Hip hop Music']
California,4s6LhHAV5SEsOV0lC2tjvJ,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']","['Folk Music', 'Pop Music', 'Rock Music']"
You're Not Here,2CaoAtgLUm2BarIiZrQslN,"['japanese soundtrack', 'japanese vgm']",[]
"13 Pieces, Op. 76: No. 1 Esquisse",5lQTsv9KeYEOnOVVeoFY7R,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",['Classical Music']
Recycled Air - Remastered,5N89h6717o32ZseUAeUKtz,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']","['Pop Music', 'Rock Music']"
Pon De River Pon De Bank,46l7fOJggsNqrNPJeFk0og,"['dancehall', 'jamaican dancehall', 'reggae fusion']",['Reggae Music']
Apesar De Todo,35UOaEL8ZJOTBfFN3E1Egg,"['chicano rap', 'latin hip hop', 'mexican hip hop']",['Hip hop Music']
Einstein On The Beach (For An Eggman),1EKhZRURaeTNo4AN4I4luS,"['neo mellow', 'pop rock', 'post-grunge', 'rock']","['Pop Music', 'Rock Music']"
Barbossa Is Hungry,27aOrdzMTju0fdYJTCNDXd,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",[]
Beware Of The Boys (Mundian To Bach Ke),5hTpZZmnhqCTwnF5Nvx7Ii,"['bhangra', 'classic bhangra', 'desi hip hop']",['Hip hop Music']
Date With The Night,0EJHhccadE8UvdZ5wGI1SN,"['alternative dance', 'alternative rock', 'art pop', 'chamber pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']","['Pop Music', 'Rock Music']"
El Bato Gacho,6ef95vgK7yUu6Bg61m2BsJ,"['mariachi', 'norteno', 'ranchera']",[]
Volcano,0s4jINkD2RoxH96zpy2i0D,['trop rock'],['Rock Music']
Mama Knew Love,01M4Wng6jF5uoNEHLl2OIn,"['contemporary r&b', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",[]
Sweet By and By,4MgFsSuzfH1WMa6BVxB0Uf,"['contemporary country', 'country', 'country gospel', 'country road']",['Country Music']
Mi Eterno Amor Secreto,5obxcZHZMJRx4ynD8SxEoz,"['grupera', 'latin pop', 'musica mexicana', 'ranchera']",['Pop Music']
O Praise Him (All This For A King),2iFqa5oxkAE3eJor4tVE8v,"['ccm', 'christian alternative rock', 'christian music']",['Rock Music']
Collide - Chris Lord-Alge Mix aka Radio Edit,10tMVFMvd9224Zcq4A5dRL,"['acoustic pop', 'neo mellow', 'pop rock']","['Pop Music', 'Rock Music']"
De Repente,0eaSdnDwPCoXMwPMwko4Ne,"['colombian pop', 'latin pop', 'mexican pop']",['Pop Music']
Shapeshifter (feat. Styles Of Beyond),7yLzGp7vC3qg5FlBmUa8Rg,"['future rock', 'industrial metal', 'industrial rock']",['Rock Music']
Don't Push Me,4pmiIC65ustS2XeeJwQvAU,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
"What Is This Feeling? - From ""Wicked"" Original Broadway Cast Recording/2003",2lNRPajwEfma5EEmsgAe1w,"['broadway', 'show tunes']",[]
"Ebay (Parody of ""I Want It That Way"" by the Backstreet Boys)",4vHb50VkxDzHYwLiHfWczK,"['comedy rock', 'comic', 'parody']",['Rock Music']
Vestida de Luto,39RSNHpjq1Xga02AjQJTxe,"['banda', 'musica mexicana', 'norteno']",[]
Doxy,0x9pfkYTQChVwwXYZFbjqP,"['contemporary post-bop', 'jazz saxophone']",['Jazz Music']
Son et Lumiere,5uikWCu7t5az8urph4UCuv,"['el paso indie', 'garage rock']",['Rock Music']
Are You Ready,4zvqMZ6g4wKZaPpOQvoBpP,"['alternative metal', 'nu metal', 'rap metal', 'rock']",['Rock Music']
Insomnio,179kBZK7Vil0uCDJDewswz,['tejano'],[]
Twisted Nerve,3Y9wdXMh6sNt9fUwUqTqb7,['classic soundtrack'],[]
Here I Dreamt I Was an Architect,1UyYuaCxOF4ilkRDZ74nJW,"['baroque pop', 'canadian indie', 'chamber pop', 'indie rock', 'modern folk rock', 'stomp and holler']","['Folk Music', 'Pop Music', 'Rock Music']"
Spanish Girl,5nQwa2BR3sqtMsAr9hpuiL,[],[]
Let You Down,52okn5MNA47tk87PeZJLEL,"['hip hop', 'pop rap']","['Hip hop Music', 'Pop Music']"
Life for Rent,4jCs5Z8Y06WsiDeoe5giJn,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']","['Pop Music', 'Rock Music']"
Como Expresar Lo Que Siento,0okBbOBN9ofokXlK7uQBZu,['vallenato'],[]
Mentiras,3jRZg6U0m9Ir115Wt66ebU,"['corrido', 'corridos tumbados', 'norteno', 'sad sierreno']",[]
911 (feat. Eminem & B-Real),5uImCgmAdDBPTH4bIvql9s,['polynesian hip hop'],['Hip hop Music']
